hsChr Start Stop
hs3 82953595 82954848
hs3 89489946 89499861
hs3 129913631 129917110
hs3 150447382 150450025
hs3 153833217 153837015
hs3 164021970 164088037
hs3 165145085 165146979
hs3 176427638 176429556
hs3 187873321 187899296
hs3 187894850 187899296
hs3 192841169 192849162
hs3 196920915 196938470
hs4 9736076 9737244
hs4 9881191 9882647
hs4 34464369 34501287
hs4 39387823 39389529
hs4 69110817 69130187
hs4 69110817 69120910
hs4 69120910 69137705
hs4 69130187 69137705
hs4 69130187 69141754
hs4 70165891 70171297
hs4 70183498 70196118
hs4 70221843 70262009
hs4 70251603 70257069
hs4 73917930 73977514
hs4 88889837 88891463
hs4 92152587 92153722
hs4 104973072 104980491
hs4 108285103 108293032
hs4 116387607 116391782
hs4 121170654 121172401
hs4 138312344 138316899
hs4 138403113 138405463
hs4 138403113 138406802
hs4 161278542 161291393
hs4 162100450 162104065
hs4 169045120 169197931
hs4 169197931 169224618
hs5 8761251 8796641
hs5 8776607 8796641
hs5 13267852 13381378
hs5 24815071 24818691
hs5 104469085 104485091
hs5 104469085 104488059
hs5 151497166 151499003
hs6 10579023 10609555
hs6 10622212 10636780
hs6 19154609 19155942
hs6 54037443 54039829
hs6 57731819 57735109
hs6 79024288 79066379
hs6 79078423 79083083
hs6 103859316 103868154
hs7 61789558 61797361
hs7 76275543 76285886
hs7 76331519 76348155
hs7 92318773 92335363
hs7 93165059 93167694
hs7 100389953 100394571
hs7 110625334 110668954
hs7 115724917 115727149
hs7 120343856 120346774
hs7 127713226 127718560
hs7 137409210 137419047
hs7 149864974 149870219
hs7 158811204 158812247
hs8 4125908 4132275
hs8 5583294 5592923
hs8 6140685 6147030
hs8 6859982 6864192
hs8 9093561 9097454
hs8 12026680 12031441
hs8 12284991 12291924
hs8 14679483 14735296
hs8 14741501 14763659
hs8 14794842 14806562
hs8 14828107 14876658
hs8 14900309 15109533
hs8 15117474 15206966
hs8 15221692 15241747
hs8 15304728 15704929
hs8 16245929 16250206
hs8 16245929 16250731
hs8 25030376 25045471
hs8 25035050 25045471
hs8 25468494 25470607
hs8 26630770 26633836
hs8 39393310 39406606
hs8 39436382 39481492
hs8 39360327 39492651
hs8 39370045 39492651
hs8 39488280 39492651
hs8 39451477 39481492
hs8 40303569 40308706
hs8 85423712 85428552
hs8 107157378 107159676
hs8 137909582 137919003
hs9 9791153 9794313
hs9 10542604 10547349
hs9 10550924 10572586
hs9 29914682 29918676
hs9 29929173 29976250
hs9 38645269 38654560
hs9 105820470 105826685
hs10 2829387 2837094
hs10 6695312 6702141
hs10 20357662 20359198
hs10 20891214 20895478
hs10 20892798 20895015
hs10 41676549 41685682
hs10 47167032 47219448
hs10 58186930 58195193
hs10 66980424 66983475
hs10 66980424 66983368
hs10 70953496 70956036
hs10 90934639 90935788
hs10 97938596 97942807
hs10 110807477 110809142
hs10 133705249 133708238
hs11 81255695 81437753
hs12 741472 745025
hs12 6113877 6116707
hs12 11398341 11414113
hs12 11402399 11434605
hs12 11402399 11435555
hs12 11431147 11435555
hs12 32225144 32231158
hs12 34592373 34595272
hs12 54149648 54151093
hs12 58224199 58230898
hs12 58225778 58230898
hs12 58225778 58236699
hs12 69160993 69163283
hs12 98320801 98326639
hs12 105892010 105897652
hs12 130296270 130341671
hs12 130701708 130703654
hs13 18254865 18272221
hs13 33039635 33041447
hs13 38766773 38768592
hs13 56665094 56673520
hs13 66410969 66425245
hs13 68150839 68163338
hs13 82686707 82689616
hs15 24987503 24992741
hs18 13051012 13056123
hs18 74394310 74397540
hs19 20463710 20509376
hs19 48391257 48400085
hs20 1507259 1514888
hs20 14742361 14771472
hs20 51743064 51745240
hs20 52086894 52087954
hs20 60458637 60463975
hs21 21939158 21945284
hs22 24049913 24054767
hs22 24087268 24100473
hs22 24090254 24100473
hs22 24235668 24236803
hs22 33626455 33627998
hsX 7123308 7136530
hs1 55871 68941
hs1 10297766 10301003
hs1 10628678 10640184
hs1 12783336 12790824
hs1 16884242 16896887
hs1 17126415 17137953
hs1 34876909 34880863
hs1 43689996 43706276
hs1 62214376 62215834
hs1 72540340 72579542
hs1 86175057 86177084
hs1 87409982 87412646
hs1 88089816 88098295
hs1 91563464 91573795
hs1 94910672 94925850
hs1 110030105 110037055
hs1 111180501 111184586
hs1 114609082 114610154
hs1 119924945 119929020
hs1 143864903 143883975
hs1 147467750 147484617
hs1 147495710 147509945
hs1 149585357 149611327
hs1 150346613 150350663
hs1 150821800 150850302
hs1 151027995 151036431
hs1 173064490 173068262
hs1 187978794 188048192
hs1 207188300 207192596
hs1 227888902 227894006
hs1 241125523 241131051
hs2 4195411 4200019
hs2 17086609 17095859
hs2 18035293 18056322
hs2 24455943 24459556
hs2 29265627 29280442
hs2 29490544 29508457
hs2 30016656 30034161
hs2 30109116 30121546
hs2 30260406 30271798
hs2 34567231 34575063
hs2 35439139 35468369
hs2 41092614 41100358
hs2 46576723 46579714
hs2 52605035 52636054
hs2 54546708 54567570
hs2 55180595 55186739
hs2 57261153 57268856
hs2 59477092 59479126
hs2 71185811 71196099
hs2 75220445 75225096
hs2 75698135 75741668
hs2 77830770 77847723
hs2 87267723 87297627
hs2 87327630 87344242
hs2 88918239 88928238
hs2 88972906 89054469
hs2 89675676 89905076
hs2 98238471 98252357
hs2 107910514 107922950
hs2 107954142 107973532
hs2 111776301 111777519
hs2 123197294 123198771
hs2 131903442 131943533
hs2 146581429 146592386
hs2 150434254 150435612
hs2 151572317 151578054
hs2 152030341 152039664
hs2 184836366 184842482
hs2 195689005 195690695
hs2 203005313 203017311
hs2 208061308 208066083
hs2 208943618 208947987
hs2 232936077 232960881
hs2 237464678 237471874
hs2 241091216 241103311
hs2 242675168 242695936
hs3 4063576 4076356
hs3 5073705 5078825
hs3 6196030 6211038
hs3 15366898 15373051
hs3 16246804 16248562
hs3 22058240 22060813
hs3 22323148 22338890
hs3 30167422 30170791
hs3 35949438 35971877
hs3 35991437 36030393
hs3 46772844 46821696
hs3 53008836 53012735
hs3 60801472 60878151
hs3 62153778 62157696
hs3 65173579 65187319
hs3 68173501 68175525
hs3 89485552 89499754
hs3 89756519 89758560
hs3 100427216 100430538
hs3 105615012 105630578
hs3 105725082 105740040
hs3 105841684 105870421
hs3 105903275 105910971
hs3 105981960 106026615
hs3 106100663 106114293
hs3 106193515 106260648
hs3 116141496 116150586
hs3 127197322 127204194
hs3 131271623 131275786
hs3 133194401 133195707
hs3 138512873 138514443
hs3 144093300 144094347
hs3 150447382 150450025
hs3 153833217 153837015
hs3 156662868 156667744
hs3 160257034 160274980
hs3 163612687 163624579
hs3 163700688 163712278
hs3 163995377 164105350
hs3 165145085 165146979
hs3 166539047 166547854
hs3 166797069 166802835
hs3 176564661 176566093
hs3 177379272 177412368
hs3 180770973 180772787
hs3 187872253 187878266
hs3 190846788 190850343
hs3 191220048 191222323
hs3 192549938 192552678
hs3 194082030 194092410
hs3 194358067 194366867
hs3 194619170 194621399
hs4 9736076 9737244
hs4 9827739 9838337
hs4 10006425 10009254
hs4 11984155 11993045
hs4 20171178 20172206
hs4 20982144 20984915
hs4 31942341 31948796
hs4 34456637 34503406
hs4 54145932 54178326
hs4 63352170 63357773
hs4 64380379 64392223
hs4 70166453 70262009
hs4 73917930 73977514
hs4 91390813 91416815
hs4 92152587 92153722
hs4 104973072 104980491
hs4 108412189 108426080
hs4 115397691 115401739
hs4 116381423 116391782
hs4 118832602 118837538
hs4 121170654 121172401
hs4 128909386 128923400
hs4 130726507 130737856
hs4 132807132 132814561
hs4 138312344 138317314
hs4 138403113 138405463
hs4 144505133 144515402
hs4 152100215 152103168
hs4 157183142 157187345
hs4 161279324 161291393
hs4 162098516 162104065
hs4 169060171 169073269
hs4 169202308 169224618
hs4 169925823 169930654
hs4 173226121 173227547
hs4 178831900 178838152
hs4 189458201 189470288
hs5 51896668 51910461
hs5 140208156 140210355
hs5 161858183 161884064
hs6 7574576 7578276
hs6 10579023 10636780
hs6 19151529 19155942
hs6 27783269 27784773
hs6 30034576 30037232
hs6 31385347 31390441
hs6 32639224 32643206
hs6 32776417 32780066
hs6 34046274 34050206
hs6 54759315 54768204
hs6 77076267 77078698
hs6 79029920 79039487
hs6 79056617 79089088
hs6 93632502 93635080
hs6 103845442 103868154
hs6 147977712 147984614
hs6 148308446 148313524
hs7 246846 249228
hs7 3359052 3393540
hs7 7317208 7321640
hs7 13070959 13078848
hs7 38320525 38337999
hs7 61789417 61797361
hs7 76112820 76123056
hs7 76139270 76149356
hs7 78665442 78670994
hs7 89648463 89650234
hs7 91213574 91226772
hs7 92318773 92335363
hs7 93165415 93168493
hs7 97234645 97238934
hs7 104420216 104428477
hs7 109229030 109238466
hs7 109962080 109972467
hs7 110625334 110668954
hs7 115724917 115727149
hs7 117849640 117860081
hs7 118942357 118943363
hs7 120343856 120346774
hs7 125833801 125836509
hs7 133436439 133446804
hs7 141419097 141439888
hs7 141695729 141711704
hs7 141896503 141908580
hs7 141969773 142004315
hs7 142160877 142170663
hs7 149864974 149870219
hs7 158130947 158133036
hs8 2066222 2067696
hs8 2242110 2250519
hs8 3987468 3992429
hs8 4150121 4158194
hs8 4173158 4183588
hs8 4576576 4586136
hs8 4619513 4691949
hs8 4708927 4717662
hs8 5065307 5076194
hs8 5340694 5350447
hs8 5587999 5590045
hs8 5638409 5641012
hs8 6052575 6056851
hs8 6108358 6147262
hs8 7201387 7206953
hs8 7814659 7824363
hs8 12276030 12291924
hs8 12590009 12599114
hs8 13659506 13693201
hs8 14624539 14630697
hs8 14681135 15426553
hs8 15656974 15704929
hs8 16245929 16250731
hs8 16311380 16314838
hs8 20037382 20067451
hs8 25030376 25045471
hs8 25467962 25470607
hs8 38227290 38229372
hs8 39351896 39506336
hs8 40303569 40308706
hs8 51194778 51196571
hs8 54315535 54323911
hs8 55527137 55536440
hs8 57781260 57791776
hs8 58526557 58527676
hs8 59468387 59481002
hs8 61164061 61168404
hs8 65012004 65013235
hs8 65278431 65280359
hs8 68152555 68155980
hs8 71109832 71123983
hs8 73786197 73798508
hs8 82542508 82543678
hs8 85423712 85428552
hs8 90399970 90406126
hs8 91252950 91255894
hs8 93767166 93775734
hs8 95627870 95640619
hs8 103123275 103124395
hs8 107157602 107159676
hs8 107930039 107931173
hs8 115238845 115243377
hs8 115704458 115711671
hs8 123139715 123146817
hs8 137909582 137920941
hs8 142072079 142073375
hs9 205917 238749
hs9 581040 598622
hs9 665600 685607
hs9 1500299 1516383
hs9 4006814 4009224
hs9 5102519 5103577
hs9 9791153 9794313
hs9 10536814 10572586
hs9 11881381 11883047
hs9 11903287 11978036
hs9 21180827 21189680
hs9 21275389 21296318
hs9 23759754 23765449
hs9 24457698 24484302
hs9 29914682 29976250
hs9 32991449 33014917
hs9 36872141 36890817
hs9 38509912 38524245
hs9 45502893 45528568
hs9 66196490 66221498
hs9 71296449 71298897
hs9 85678406 85732026
hs9 93435880 93440579
hs9 103893268 103903617
hs9 113100532 113105107
hs9 128560616 128562129
hs9 133372494 133438117
hs9 137361468 137365450
hs9 140092954 140098397
hs9 140123767 140131402
hsX 4248504 4256678
hsX 5774199 5793856
hsX 7359520 7527325
hsX 8132307 8138688
hsX 11930107 11958570
hsX 16383400 16388111
hsX 16513272 16520443
hsX 27952599 27961411
hsX 32465726 32471331
hsX 47371502 47373937
hsX 47768260 47867395
hsX 56968188 56972761
hsX 58212008 58216971
hsX 58480199 58499972
hsX 63924546 63972044
hsX 66155070 66580944
hsX 76046402 76060798
hsX 81282996 81298625
hsX 85073796 85086785
hsX 85212168 85218969
hsX 89783994 89795187
hsX 90858112 90864984
hsX 92200804 92224565
hsX 93288229 93290555
hsX 96857781 96872057
hsX 108781903 108860497
hsX 109521873 109526711
hsX 109825861 109827815
hsX 120232888 120238451
hsX 141299272 141300961
hsX 145987801 145990333
hsX 146654201 146655619
hsX 148453178 148458212
hsX 154427857 154430758
hs10 6695312 6702141
hs10 11144870 11148911
hs10 20344631 20359198
hs10 20891214 20895478
hs10 28607813 28609965
hs10 37857888 37858922
hs10 41676549 41685682
hs10 46363384 46378622
hs10 46412363 46414186
hs10 47148027 47167032
hs10 55048674 55124158
hs10 58186930 58195193
hs10 58761341 58769683
hs10 66106212 66107646
hs10 66980424 66983475
hs10 107658473 107670279
hs10 122385300 122392390
hs11 25248415 25250805
hs11 49805757 49811283
hs11 55128383 55130279
hs12 2117440 2125588
hs12 3957146 3958803
hs12 6113877 6116707
hs12 11375250 11435555
hs12 12031052 12037271
hs12 18456330 18458285
hs12 21034215 21035483
hs12 22086469 22099211
hs12 22139915 22142636
hs12 27532740 27533809
hs12 27539977 27545038
hs12 30128618 30132410
hs12 32414722 32422479
hs12 33609514 33612689
hs12 33617670 33626050
hs12 36397599 36433840
hs12 39104527 39106948
hs12 39168293 39169671
hs12 47011045 47020876
hs12 47345081 47357512
hs12 50791226 50819085
hs12 54001143 54011957
hs12 55300111 55301400
hs12 55606077 55610763
hs12 57502971 57518064
hs12 58222193 58230898
hs12 62688136 62690201
hs12 63304111 63323750
hs12 69160993 69163283
hs12 76566591 76591472
hs12 81480762 81492429
hs12 82684646 82691614
hs12 86286495 86297162
hs12 92385303 92387120
hs12 94323489 94333257
hs12 96401144 96412948
hs12 96538876 96555110
hs12 98319623 98326639
hs12 100048107 100056215
hs12 107318835 107332847
hs12 109867419 109876182
hs12 111640806 111657945
hs12 117920136 117925595
hs12 124772720 124773911
hs12 126160067 126164235
hs12 127363955 127372572
hs12 129713954 129716063
hs12 130296270 130341671
hs12 130466076 130512460
hs12 130696856 130701708
hs12 132094717 132109400
hs13 19361867 19368071
hs13 33039635 33041447
hs13 38766773 38768592
hs13 56653475 56654503
hs13 56659471 56665094
hs13 66410969 66418345
hs13 68150839 68155761
hs13 79377405 79401111
hs13 113851980 113853018
hs14 34187519 34189727
hs14 37999805 38008024
hs14 69089943 69091315
hs14 75417994 75430186
hs14 105314416 105374891
hs14 105585123 106064990
hs15 18844049 18848719
hs15 22228836 22265725
hs15 24992741 25000416
hs15 32509102 32596273
hs15 54579728 54582930
hs17 14984724 14999250
hs17 31064899 31067497
hs17 36773527 36778704
hs18 1907900 1922838
hs18 3815114 3820892
hs18 22620486 22621971
hs18 27287138 27288302
hs18 29106117 29116515
hs18 32373426 32438195
hs18 32509114 32510666
hs18 32655158 32679797
hs18 36241530 36249382
hs18 36514524 36520198
hs18 36928405 36932801
hs18 44634522 44638410
hs18 45356000 45371907
hs18 46254963 46259069
hs18 49791725 49798777
hs18 51291248 51296309
hs18 56072413 56074460
hs18 61352438 61356682
hs18 61880067 61881930
hs18 64173660 64272543
hs18 64446648 64452096
hs18 64897188 64906488
hs18 69102094 69105459
hs18 74394310 74397540
hs18 74911018 74925033
hs19 46046373 46065873
hs20 634314 638325
hs20 1517704 1520374
hs20 14742361 14771472
hs20 16515202 16533314
hs20 39790436 39794267
hs20 46386093 46412796
hs21 9978594 10033019
hs21 13483810 13497625
hs21 13588035 13603210
hs21 13817281 13833806
hs21 14003728 14020041
hs21 23345578 23354462
hs21 24477775 24500652
hs21 27117916 27122320
hs21 34190206 34191637
hs21 34402201 34403293
hs22 16396508 16398604
hs22 18152179 18175586
hs22 19788804 19791274
hs22 20711045 20715006
hs22 20716434 20724227
hs22 20756901 20776575
hs22 20784580 20813912
hs22 20819908 20831833
hs22 20835322 20836340
hs22 20847205 20863579
hs22 20866498 20886662
hs22 21024486 21032291
hs22 21032390 21564096
hs22 22275369 22277352
hs22 24082783 24092010
hs22 24128632 24136949
hs22 24235668 24238616
hs22 28198855 28214567
hs22 33626455 33627998
hs22 37702373 37711772
hs22 42970034 42984219
hs22 48032315 48033890
hs22 23968993 24257550
hs22 21085451 21579028
hs22 21361008 21565867
hs22 22673946 22721061
hs22 22677629 22731443
hs22 21424612 21566717
hs22 22603977 22730623
hs22 22627128 22659979
hs22 37622288 37629467
hs22 37617444 37626372
hs10 37147500 37148500
hs10 59747500 59748500
hs1 17845 167209
hs1 1483131 1637358
hs16 69622061 69781972
hs1 16795829 16882680
hs1 22014653 22219083
hs1 22954610 23135997
hs1 25415444 25562767
hs1 103979519 104094855
hs1 108593907 108752274
hs1 143852300 143999773
hs1 146578326 146719169
hs1 147955478 148102904
hs1 194526471 194685639
hs1 194936135 195082994
hs1 195063101 195221853
hs1 246768571 246944046
hs2 89561558 89717426
hs2 89658355 89833000
hs2 107940897 108094735
hs2 111715332 111890105
hs3 75520328 75670960
hs3 193832605 193983247
hs3 195974124 196139831
hs3 196902846 197038755
hs3 197178121 197209871
hs4 248197 418202
hs4 6262650 6436998
hs4 8935748 8988989
hs4 9010036 9203157
hs4 9596770 9751385
hs4 48799614 48895461
hs4 68500913 68658169
hs4 70151264 70310376
hs4 144877610 145043981
hs4 144914358 145076420
hs4 145097717 145279154
hs5 662948 864399
hs5 674881 857619
hs5 693561 873509
hs5 780114 879520
hs5 1024509 1248692
hs5 10824336 10974776
hs5 21274738 21441545
hs5 21477855 21648368
hs5 21493965 21634747
hs5 34134812 34296259
hs5 34214323 34317822
hs5 70180481 70346813
hs5 69802531 69966791
hs5 99183899 99367063
hs1 204922611 205124381
hs5 174876085 175052752
hs5 180118060 180293440
hs5 180142710 180335838
hs6 26949064 27107202
hs6 26956931 27123577
hs6 27001720 27146154
hs6 167420368 167578522
hs7 7227941 7420346
hs7 61848550 62059406
hs7 64617975 64708472
hs7 66515751 66673776
hs7 72025974 72156409
hs7 99410498 99593067
hs7 101941088 102097192
hs7 102083629 102241299
hs7 142959070 143028681
hs7 142956491 143108279
hs7 143069194 143286717
hs7 143536879 143690749
hs7 153111585 153264202
hs8 1362046 1549356
hs8 2105021 2279635
hs8 6936560 7093758
hs8 7238605 7341931
hs8 7917018 8067760
hs8 7735038 8024983
hs8 7873159 8024984
hs8 7318738 7396455
hs8 12242062 12399265
hs8 12357610 12470366
hs8 14724716 14893465
hs8 20283396 20489416
hs8 20999542 21172587
hs8 21181596 21388675
hs8 86874898 87026027
hs9 37767285 37940151
hs9 39097671 39246164
hs9 41414861 41579649
hsX 134066968 134255324
hs9 39419115 39538277
hs9 65762296 65931992
hs9 44921847 45099368
hs9 45127183 45596047
hs9 45338735 45433231
hs9 45407228 45571307
hs9 45945897 46106424
hs9 45988919 46095349
hs9 69849021 69908509
hs9 42122307 42273497
hs9 69828283 69908851
hs9 42054839 42222285
hs9 41993173 42078779
hs9 67627819 68779114
hs9 67686567 67745400
hs9 68072566 68403907
hs9 68081037 68216390
hs9 68334265 68487379
hs9 42837213 43023198
hs9 68779115 69000437
hs9 68906145 69047050
hs10 42285138 42498329
hs10 47014284 47166584
hs10 46230993 46318068
hs10 48865543 49010893
hs10 51996572 52067595
hs10 80084778 80241593
hs10 80472835 80642432
hs10 81422755 81589260
hs10 82156732 82305270
hs10 82383415 82539916
hs10 135078861 135240498
hs11 4143559 4293066
hs11 4290119 4430917
hs11 17324848 17540796
hs11 21513425 21681734
hs11 55202871 55375199
hs11 58537363 58594215
hs11 67272764 67434857
hs12 34086087 34188854
hs12 61772779 61965406
hs12 130310596 130478577
hs13 62681765 62844117
hs14 18544515 18732465
hs14 19440982 19574860
hs14 105294030 105477141
hs14 105512458 105672588
hs14 105679974 105831033
hs14 106099160 106230477
hs15 19203509 19367828
hs15 18748501 18853895
hs15 19808433 19975452
hs15 20197683 20382314
hs11 79241083 79426794
hs15 28279023 28402108
hs15 28392845 28570676
hs15 29518297 29691905
hs15 29673294 29761692
hs15 30001740 30191136
hs15 30213188 30412040
hs15 30609233 30773871
hs15 32431850 32641325
hs15 32518465 32669922
hs15 69245580 69413360
hs15 70456429 70640981
hs15 72128913 72203374
hs15 80499440 80610425
hs15 82693245 82863371
hs15 82722674 82870925
hs15 83521149 83613140
hs15 99117323 99291851
hs15 100094760 100248597
hs16 15601001 15767810
hs16 16129098 16285870
hs16 16481610 16650378
hs16 21522762 21691210
hs16 22387837 22593523
hs16 28012684 28171002
hs16 30539948 30747764
hs16 31872117 32027194
hs16 32456421 32617025
hs16 32646445 32828220
hs16 32301596 32438326
hs16 32541841 32746227
hs16 33390428 33557453
hs16 68662994 68814400
hs17 2965197 3106615
hs17 13415317 13594294
hs17 18216699 18387102
hs17 31830701 31881756
hs17 31594040 31888836
hs17 31830239 32004489
hs17 31949260 32114334
hs17 33803800 33955396
hs17 41402508 41560265
hs17 41435317 41596488
hs17 41572525 41734030
hs17 41941682 42110774
hs17 42866583 43053941
hs17 57531462 57736681
hs17 60168352 60371564
hs17 62392934 62579144
hs17 74989057 75256852
hs17 75358744 75546172
hs17 75673718 75881880
hs18 9664500 9860517
hs19 902642 1095485
hs19 8072716 8276904
hs19 8681095 8714315
hs19 8714517 8755625
hs19 22956082 23114254
hs19 24216685 24417141
hs19 48171290 48356279
hs19 48405049 48578186
hs19 49097834 49247266
hs19 54767615 54925355
hs19 55228823 55344796
hs19 59909223 60083800
hs20 37211 226388
hs20 376497 543442
hs20 45894439 45963738
hs20 61947227 62141109
hs21 10023843 10187384
hs21 13677346 13829345
hs21 13831889 13995202
hs14 18654379 18833779
hs22 14759229 14899909
hs22 16938779 17076729
hs22 17059974 17275750
hs22 17108337 17249642
hs22 18259187 18435258
hs22 19763073 19946240
hs22 20020197 20226229
hs22 20579120 20753071
hs22 20885600 21052931
hs22 21044596 21207593
hs22 21216223 21417127
hs22 21394879 21570697
hs22 23742887 23902859
hs22 23928912 24092849
hs22 24055620 24209526
hs22 24183516 24348090
hs22 24843140 25024294
hsX 3688954 3863129
hsX 9318753 9460420
hsX 47720837 47917917
hsX 47778060 47958314
hsX 48948547 49063684
hsX 62263843 62428295
hsX 134249130 134425978
hsX 134745126 134805096
hsX 140476229 140576463
hsY 6092614 6258231
hsY 6111700 6266231
hsY 9927847 10120972
hsY 18468367 18668341
hsY 18286591 18450050
hsY 24149359 24341760
hsY 23406322 23593697
hsY 23670847 23835302
hsY 24578095 24725665
hsY 23114032 23257790
hsY 23933595 24101017
hs1 77822 1008567
hs1 1452629 1683586
hs1 3574901 3645396
hs1 7494050 7610646
hs1 12710993 13672044
hs1 14177669 14244987
hs1 16000067 16027694
hs1 16681281 17180745
hs1 25318097 25336438
hs1 30478922 30514243
hs1 31454967 32238918
hs1 38901188 38910242
hs1 53261152 53304705
hs1 55042239 55081197
hs1 72869688 72887793
hs1 75855996 75929574
hs1 77011006 77075473
hs1 77547602 77561050
hs1 81660005 81669334
hs1 83375945 83716816
hs1 94892378 94931191
hs1 102144927 102189681
hs1 105946185 106025589
hs1 106580566 106647676
hs1 107455508 107511243
hs1 111588918 111596256
hs1 111625374 111636507
hs1 112496617 112512047
hs1 113048153 116500791
hs1 119900184 119963965
hs1 142736050 144255274
hs1 144308473 144724627
hs1 146268901 148262603
hs1 149595418 149678259
hs1 150949332 151005850
hs1 159610879 159948176
hs1 160331092 160626632
hs1 163684150 163692160
hs1 164810166 164868402
hs1 168581705 168679916
hs1 176924205 176940697
hs1 183559820 183612394
hs1 187584244 187835170
hs1 188003456 188086110
hs1 188225729 188261835
hs1 190044143 190092375
hs1 191898151 191976819
hs1 193204702 193209527
hs1 194157865 194287158
hs1 194975846 195332697
hs1 198774133 198863600
hs1 206510145 206563741
hs1 208646146 208687402
hs1 210992052 211073020
hs1 221694997 221711029
hs1 223732317 223770108
hs1 229793717 229894664
hs1 234933459 234968987
hs1 235198734 235212541
hs1 236067692 236795121
hs1 237974043 238374770
hs1 241103290 241347508
hs1 244095202 244182625
hs1 245006479 245012644
hs1 245819957 246388939
hs1 246662304 246884005
hs2 240958 295803
hs2 302992 848062
hs2 1410597 1484084
hs2 3740744 3773155
hs2 4214680 4254689
hs2 4886578 4902097
hs2 6215502 6239998
hs2 10264593 10324157
hs2 10513029 10606420
hs2 14263242 14286419
hs2 14609386 14627543
hs2 16925212 16931006
hs2 17751531 17838572
hs2 18005614 18088988
hs2 29030000 30360750
hs2 34538784 34608536
hs2 35426063 35490710
hs2 36141539 36424078
hs2 36476410 36510809
hs2 36900857 36902455
hs2 37762891 37858812
hs2 40784225 40820223
hs2 46467739 46609935
hs2 50651965 50714553
hs2 56560176 56664794
hs2 57235943 57295315
hs2 58248047 61193954
hs2 64202706 64374794
hs2 65982998 66002806
hs2 67120211 67190521
hs2 71195650 71226928
hs2 75216931 75236218
hs2 75643997 75767409
hs2 76691409 76713720
hs2 77039364 77062559
hs2 77818381 77847723
hs2 78053243 78493754
hs2 81613199 81669805
hs2 83104084 83744917
hs2 86958955 88077079
hs2 89682553 91638754
hs2 94722526 94914685
hs2 97072338 97640959
hs2 107877110 108589769
hs2 110192268 110312932
hs2 113185706 113195360
hs2 116213998 116391820
hs2 117201260 117461061
hs2 130490988 131201105
hs2 131630364 132193560
hs2 132984317 133030315
hs2 136914260 136956774
hs2 141912593 141962417
hs2 151210785 151458219
hs2 153363445 153507078
hs2 174235573 174253446
hs2 177023453 177073845
hs2 183236915 183473175
hs2 184918990 185079031
hs2 187124844 187200987
hs2 194628082 194665120
hs2 205050972 205056969
hs2 209180796 209260197
hs2 212895448 212901669
hs2 216021183 216139060
hs2 222062296 222110348
hs2 228619134 228628997
hs2 232920105 233016180
hs2 241039698 241158385
hs2 242344573 242663303
hs3 61204 102933
hs3 196081 211759
hs3 1222123 1302426
hs3 1338740 1346260
hs3 1455555 1563919
hs3 2217552 2462786
hs3 4062787 4081495
hs3 4113369 4185967
hs3 4241532 4252366
hs3 6181901 6224264
hs3 7499552 7539303
hs3 14933078 15026556
hs3 16202432 16231043
hs3 21180674 21351652
hs3 24700007 24788964
hs3 26021365 26148227
hs3 36258534 36290961
hs3 39509276 39530501
hs3 41395796 41501946
hs3 42335110 42378384
hs3 45991468 46095404
hs3 46394638 46419798
hs3 52981095 53014495
hs3 60650681 60689812
hs3 60775739 60919051
hs3 60968955 61027682
hs3 61039472 61094963
hs3 61119467 61195849
hs3 61544597 61611196
hs3 64922928 64933281
hs3 65151156 65199576
hs3 68971420 69018486
hs3 75474768 76085726
hs3 78536627 78579808
hs3 89343185 89353777
hs3 104428032 104433385
hs3 105572457 106260663
hs3 113587565 113596024
hs3 117568368 117604638
hs3 122747576 122806155
hs3 126932304 126935636
hs3 128898832 128916232
hs3 131192337 131422063
hs3 132802561 132855383
hs3 134503640 134515582
hs3 141491910 141942918
hs3 143239231 143577321
hs3 144388351 144447063
hs3 147098542 147144461
hs3 152984767 153025991
hs3 153811696 154007843
hs3 156967996 156973701
hs3 161833715 161862855
hs3 163666156 163709515
hs3 164344333 164432679
hs3 166523557 166615491
hs3 174683875 174755267
hs3 178177226 178198612
hs3 187853044 187910034
hs3 189069534 189083053
hs3 193570445 193577438
hs3 196584076 196965419
hs3 198774555 198804219
hs4 19099 56331
hs4 3441960 3480396
hs4 3593937 3684137
hs4 6658731 6671892
hs4 8756821 9420903
hs4 9660859 9673102
hs4 9735287 9748289
hs4 9880234 9885565
hs4 11270340 11281340
hs4 12861246 12901399
hs4 17144342 17197418
hs4 18696618 18795920
hs4 20781563 20790093
hs4 21626265 21700080
hs4 22884264 22923310
hs4 23056764 23098910
hs4 25111155 25116956
hs4 25314919 25349304
hs4 26065365 26070983
hs4 27842402 27847096
hs4 28241305 28378216
hs4 28733180 28750623
hs4 28919495 28940215
hs4 33825636 34089261
hs4 34433314 34534168
hs4 42804500 42905245
hs4 44655201 44728329
hs4 48743858 49323671
hs4 57817701 58300699
hs4 66254593 66328776
hs4 68473459 68711508
hs4 68861515 69666257
hs4 69685449 69694327
hs4 69719637 69782148
hs4 69897763 69936196
hs4 70054522 70333310
hs4 71250373 71356062
hs4 73570041 73648461
hs4 73901882 73989242
hs4 77611116 77674429
hs4 87294783 87357789
hs4 87636315 87908557
hs4 88887605 88934348
hs4 89177516 89348280
hs4 102991884 103152972
hs4 109160623 109167540
hs4 114573691 114581335
hs4 115623133 115653927
